Source_Mol,Target_Mol,Tissue,Source_Organism,Target_Organism,Label
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=NON=C5C[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,kidney,Rat,Human,1
OC(CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2)C1=CC=C(C=C1)C1=CC=C(Br)C=C1,OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1,prostate,Rat,Human,1
OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,brain,Rat,Human,1
COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,OC1=CC=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,1
CC(C)OC(=O)NC1=CC=CC(Cl)=C1,CC(C)OC(=O)NC1=CC=CC(Cl)=C1,kidney,Rat,Human,1
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,Cl.Cl.COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=C(N2)C=CC=C3)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,F[B-](F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1,kidney,Rat,Human,1
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O)C2=CC3=C(OCO3)C=C12,kidney,Rat,Human,1
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,CCOC(=O)C1=NOC(C1)(C1=CC=CC=C1)C1=CC=CC=C1,prostate,Rat,Human,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Br-].CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,kidney,Rat,Human,1
CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,kidney,Rat,Human,1
CCCSP(=O)(OCC)SCCC,CC[Sn](Br)(CC)CC,kidney,Rat,Human,1
COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,kidney,Rat,Human,1
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,prostate,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,prostate,Rat,Human,1
CCCCCCCCCC1=CC=C(O)C=C1,CCCCCCCCC1=CC=C(O)C=C1,prostate,Rat,Human,1
OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,[Na+].[Na+].[O-]C1=C(I)C2=C(C=C1I)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(I)=C([O-])C(I)=C1,kidney,Rat,Human,1
FC(F)(F)C1=CC=CC(C(=O)N[C@H]([C@@H]2CCCCN2)C2=CC=CC=C2)=C1Cl,COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,kidney,Rat,Human,1
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,prostate,Rat,Human,1
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C,kidney,Rat,Human,1
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,COC(=O)C1=C(O)C(C)=C(O)C=C1C,prostate,Rat,Human,1
NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2,N[C@H]1CN(CC11CC1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1C[C@H]1F)C(O)=O,kidney,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,kidney,Rat,Human,1
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,prostate,Rat,Human,1
[Na+].CC1=CC=C(N=NC2=C(O)C=CC(N=NC3=CC=C(C=C3)S([O-])(=O)=O)=C2O)C(C)=C1,[Na+].CC1=CC=C(N=NC2=C(O)C=CC(N=NC3=CC=C(C=C3)S([O-])(=O)=O)=C2O)C(C)=C1,kidney,Rat,Human,1
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2,kidney,Rat,Human,1
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,kidney,Rat,Human,1
COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,prostate,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,prostate,Rat,Human,1
[Mn++].[S-]C(=S)NCCNC([S-])=S,NCCN,kidney,Rat,Human,1
CCCSP(=O)(OCC)SCCC,CC[Sn](Br)(CC)CC,kidney,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,kidney,Rat,Human,1
CCCCCC1C(CC(=O)OC)CCC1=O,CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,kidney,Rat,Human,1
CCCCCCCCCC1=CC=C(O)C=C1,CC1=NC=C(C=N1)[C@@H](CCCCCCC1=NC2=C(CCCN2)C=C1)CC(O)=O,prostate,Rat,Human,1
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,kidney,Rat,Human,1
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,CN(\C=N\C1=C(C)C=C(C)C=C1)\C=N\C1=C(C)C=C(C)C=C1,prostate,Rat,Human,1
CC(CC1=CC(O)=C(O)C=C1)C(C)CC1=CC=C(O)C(O)=C1,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,kidney,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,O=C1NC(=O)C2CC=CCC12,kidney,Rat,Human,1
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C,kidney,Rat,Human,1
CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=C(F)C=C1C)N1CC[C@@H](O)[C@H]1CO,CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C,prostate,Rat,Human,1
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,COP(=O)(OC)OC=C(Cl)Cl,prostate,Rat,Human,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,prostate,Rat,Human,1
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,prostate,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2,kidney,Rat,Human,1
Cl.CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C,CC(O)=O.COCCOC1=NC=C2N(CC(=O)NC3=NC=C(Cl)C=C3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C,prostate,Rat,Human,1
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,OC1=C2C=C(C=CC2=C(C=C1[N+]([O-])=O)[N+]([O-])=O)S(O)(=O)=O,kidney,Rat,Human,1
O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,1
Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,kidney,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,1
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,BrC(Br)(Br)C=O,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,prostate,Rat,Human,1
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,1
CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,kidney,Rat,Human,1
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,ClC1=CC2=C(CCC3=C(C=CC=C3)N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1,kidney,Rat,Human,1
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,[Na+].CC[Hg]SC1=C(C=CC=C1)C([O-])=O,kidney,Rat,Human,1
COC1=CC(C=CC)=CC=C1O,COC1=CC=CC(O)=C1O,kidney,Rat,Human,1
CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,brain,Rat,Human,1
[Na+].[Na+].CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S([O-])(=O)=O,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=NC(=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1,kidney,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2,kidney,Rat,Human,1
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,kidney,Rat,Human,1
CC(C)(COCC1CO1)COCC1CO1,C[C@H]1[C@H]2[C@@H](O[C@]11CC[C@@H](C)CO1)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]21C,kidney,Rat,Human,1
CC(CC1=CC(O)=C(O)C=C1)C(C)CC1=CC=C(O)C(O)=C1,OC1=CC=C(C(=O)C2=CC(O)=C(O)C=C2)C(O)=C1,kidney,Rat,Human,1
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,COC1=CC(C=O)=CC2=C1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O,prostate,Rat,Human,1
CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,kidney,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@]2(O)C#C,kidney,Rat,Human,1
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,prostate,Rat,Human,1
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,kidney,Rat,Human,1
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C,kidney,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,kidney,Rat,Human,1
N#CSCSC1=NC2=CC=CC=C2S1,N#CSCSC1=NC2=CC=CC=C2S1,kidney,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,1
NC1=C(C=C(C=C1)[N+]([O-])=O)C#N,N#CC1=CSC=N1,kidney,Rat,Human,1
"CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:13:2,15:2,16:2,m:12:20.21.22|",CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,prostate,Rat,Human,1
CNC(=O)OC1=CC(C)=C(SC)C(C)=C1,CC1=C(C=C(C(O)=C1)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,1
O=C1C=CC(=O)C2=C1C=CC=C2,[Na+].[S-]C1=NC2=CC=CC=C2S1,prostate,Rat,Human,1
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,kidney,Rat,Human,1
CCCC[Sn](Cl)(CCCC)CCCC,CCCC[Sn](Cl)(CCCC)CCCC,brain,Rat,Human,1
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,1
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,CCC1=CC(=C(O)C=C1)C(C)(C)C,prostate,Rat,Human,1
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,OC1=C(C=CC2=C1C=CC=C2)C(=O)OC1=CC=CC=C1,kidney,Rat,Human,1
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,kidney,Rat,Human,1
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,CCCCCCCCCCCC(=O)N(C)CC(O)=O,kidney,Rat,Human,1
FC(F)(F)C1=CC=CC(C(=O)N[C@H]([C@@H]2CCCCN2)C2=CC=CC=C2)=C1Cl,Cl.O[C@H]([C@H]1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,kidney,Rat,Human,1
[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC,[Cl-].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=C(C=CC=C1)C(O)=O,prostate,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,[I-].CCN1C(SC2=CC=CC=C12)=CC=CC1=[N+](CC)C2=CC=CC=C2S1,kidney,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,Cl.COC1=CC(NS(C)(=O)=O)=CC=C1NC1=C2C=CC=CC2=NC2=C1C=CC=C2,kidney,Rat,Human,1
COC1=CC(C=CC)=CC=C1O,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,kidney,Rat,Human,1
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,kidney,Rat,Human,1
CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,prostate,Rat,Human,1
COC(OC)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,COC(OC)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,1
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,prostate,Rat,Human,1
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,1
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCNC(C)C(O)C1=CC=C(SC(C)C)C=C1,kidney,Rat,Human,1
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,kidney,Rat,Human,1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,1
N#CSCSC1=NC2=CC=CC=C2S1,N#CSCSC1=NC2=CC=CC=C2S1,kidney,Rat,Human,1
CCCCN(CCCC)C(=O)N(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)CCCC,kidney,Rat,Human,1
CC(CC1=CC(O)=C(O)C=C1)C(C)CC1=CC=C(O)C(O)=C1,OC1=CC=C(C(=O)C2=CC(O)=C(O)C=C2)C(O)=C1,kidney,Rat,Human,1
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,kidney,Rat,Human,1
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1O,kidney,Rat,Human,1
CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,prostate,Rat,Human,1
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],prostate,Rat,Human,1
[Cl-].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=C(C=CC=C1)C(O)=O,[Cl-].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=C(C=CC=C1)C(O)=O,kidney,Rat,Human,1
C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1,prostate,Rat,Human,1
OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,prostate,Rat,Human,1
[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2,[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2,kidney,Rat,Human,1
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O,kidney,Rat,Human,1
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,kidney,Rat,Human,1
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,BrC(Br)(Br)C=O,kidney,Rat,Human,1
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,brain,Rat,Human,1
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Cl.CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,kidney,Rat,Human,1
NC1=CC=C(OC2=CC(OC3=CC=C(N)C=C3)=CC=C2)C=C1,NC(=O)N(O)[C@H]1C[C@@H](OC2=CC=CC(OC3=CC=C(F)C=C3)=C2)C=C1,kidney,Rat,Human,1
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCN1SC(Cl)=C(Cl)C1=O,kidney,Rat,Human,1
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,COC1=CC=C(O)C(=C1)C(C)(C)C,prostate,Rat,Human,1
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,1
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,prostate,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,N#CC1=C2C=CC=CC2=CC2=C1C=CC=C2,kidney,Rat,Human,1
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,1
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,CC(O)=O.CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,kidney,Rat,Human,1
CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,kidney,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,1
CCCCOC(=O)C1=CC=C(O)C=C1,[Na+].COC1=CC=C(C=C1)C(=O)C(\Br)=C/C([O-])=O,kidney,Rat,Human,1
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,1
CN(C)C(=S)SSC(=S)N(C)C,CN(C)C(=S)SSC(=S)N(C)C,kidney,Rat,Human,1
CC(C)N(C(=O)CCl)C1=CC=CC=C1,[O-][N+](=O)\C=C\C1=CC=CC=C1,kidney,Rat,Human,1
